time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
13.38,30,30.525,135,129.909
13.4,30,30.455,135,129.87
13.42,30,30.401,135,129.734
13.44,30,30.308,135,129.548
13.46,30,30.277,135,129.574
13.48,30,30.302,135,129.532
13.5,30,30.286,135,129.497
13.52,30,30.208,135,129.614
13.54,30,30.178,135,129.595
13.56,30,30.182,135,129.476
13.58,30,30.229,135,129.322
13.6,30,30.293,135,129.19
13.62,30,30.337,135,129.176
13.64,30,30.414,135,128.968
13.66,30,30.397,135,128.77
13.68,30,30.275,135,128.77
13.7,30,30.206,135,128.786
13.72,30,30.181,135,129.039
13.74,30,30.143,135,129.444
13.77,30,30.164,135,129.958
13.79,30,30.216,135,130.489
13.81,30,30.24,135,130.851
13.83,30,30.258,135,131.028
13.85,30,30.232,135,131.112
13.87,30,30.189,135,131.195
13.89,30,30.188,135,131.12
13.91,30,30.231,135,131.128
13.93,30,30.276,135,131.136
13.95,30,30.28,135,131.07
13.97,30,30.201,135,130.958
13.99,30,30.14,135,131.031
14.01,30,30.227,135,131.163
14.03,30,30.237,135,131.101
14.05,30,30.074,135,131.074
14.07,30,30.043,135,131.311
14.09,30,30.105,135,131.428
14.11,30,30.142,135,131.447
14.13,30,30.138,135,131.242
14.15,30,30.064,135,131.195
14.17,30,30.028,135,131.069
14.19,30,30.044,135,130.688
14.21,30,29.982,135,130.579
14.23,30,29.946,135,130.695
14.25,30,29.973,135,130.777
14.27,30,30.041,135,130.709
14.29,30,30.143,135,130.919
14.31,30,30.223,135,131.171
14.33,30,30.21,135,131.319
14.35,30,30.136,135,131.261
14.37,30,30.063,135,131.2
14.39,30,30.005,135,131.234
14.41,30,29.953,135,131.202
14.44,30,29.911,135,130.942
14.46,30,29.861,135,130.838
14.48,30,29.845,135,130.862
14.5,30,29.853,135,130.8
14.52,30,29.865,135,130.765
14.54,30,29.947,135,130.843
14.56,30,30.116,135,130.916
14.58,30,30.134,135,130.981
14.6,30,30.105,135,131.084
14.62,30,30.161,135,131.088
14.64,30,30.242,135,130.971
14.66,30,30.181,135,130.931
14.68,30,30.08,135,130.976
14.7,30,30.098,135,131.11
14.72,30,30.127,135,131.111
14.74,30,30.08,135,131.02
14.76,30,29.981,135,130.925
14.78,30,29.914,135,130.456
14.8,30,29.859,135,129.823
14.82,30,29.774,135,129.406
14.84,30,29.674,135,129.29
14.86,30,29.724,135,129.008
14.88,30,29.78,135,128.907
14.9,30,29.761,135,129.308
14.92,30,29.791,135,129.755
14.94,30,29.781,135,130.075
14.96,30,29.78,135,130.451
14.98,30,29.883,135,130.71
15,30,29.87,135,130.778
15.02,30,29.75,135,130.854
15.04,30,29.781,135,130.862
15.07,30,29.803,135,131.025
15.09,30,29.755,135,131.16
15.11,30,29.746,135,131.166
15.13,30,29.822,135,131.166
15.15,30,29.93,135,131.243
15.17,30,29.951,135,131.441
15.19,30,29.92,135,131.643
15.21,30,29.973,135,131.705
15.23,30,29.972,135,131.638
15.25,30,29.947,135,131.65
15.27,30,30.054,135,132.067
15.29,30,30.188,135,132.177
15.31,30,30.276,135,132.202
15.33,30,30.244,135,132.334
15.35,30,30.206,135,132.473
15.37,30,30.166,135,132.583
15.39,30,30.106,135,132.57
15.41,30,30.026,135,132.313
15.43,30,29.993,135,132.059
15.45,30,30.007,135,131.728
15.47,30,30.035,135,131.416
15.49,30,30.111,135,131.179
15.51,30,30.095,135,131.092
15.53,30,29.979,135,131.259
15.55,30,29.871,135,131.566
15.57,30,29.813,135,131.876
15.59,30,29.82,135,132.37
15.61,30,29.906,135,132.538
15.63,30,29.916,135,132.559
15.65,30,29.735,135,132.792
15.67,30,29.84,135,132.581
15.69,30,29.962,135,132.264
15.71,30,29.991,135,131.907
15.74,30,29.854,135,131.829
15.76,30,29.807,135,131.742
15.78,30,29.875,135,131.583
15.8,30,30.007,135,131.49
15.82,30,29.941,135,131.703
15.84,30,29.878,135,132.004
15.86,30,29.989,135,131.922
15.88,30,30.096,135,131.906
15.9,30,30.135,135,132.215
15.92,30,30.149,135,132.32
15.94,30,29.978,135,132.099
15.96,30,29.754,135,132.019
15.98,30,29.688,135,131.958
16,30,29.582,135,131.924
16.02,30,29.467,135,131.873
16.04,30,29.534,135,131.724
16.06,30,29.708,135,132.016
16.08,30,29.835,135,132.17
16.1,30,30.096,135,132.082
16.12,30,30.2,135,132.141
16.14,30,30.146,135,132.332
16.16,30,30.097,135,132.263
16.18,30,30.052,135,132.018
16.2,30,30.078,135,131.976
16.22,30,30.131,135,131.923
16.24,30,30.111,135,131.922
16.26,30,30.129,135,131.818
16.28,30,30.204,135,131.65
16.3,30,30.175,135,131.702
16.32,30,30.113,135,131.693
16.34,30,30.098,135,131.601
16.37,30,30.078,135,131.568
16.39,30,30.004,135,131.57
16.41,30,29.936,135,131.625
16.43,30,29.926,135,131.778
16.45,30,29.963,135,132.142
16.47,30,29.94,135,132.487
16.49,30,29.909,135,132.79
16.51,30,29.926,135,132.988
16.53,30,29.958,135,133.124
16.55,30,29.945,135,133.134
16.57,30,29.912,135,132.717
16.59,30,29.878,135,132.326
16.61,30,29.881,135,131.816
16.63,30,29.954,135,131.341
16.65,30,29.994,135,131.097
16.67,30,29.964,135,130.958
16.69,30,29.97,135,130.949
16.71,30,29.985,135,131.178
16.73,30,29.972,135,131.567
16.75,30,30.002,135,131.904
16.77,30,30.009,135,132.178
16.79,30,29.948,135,132.419
16.81,30,30.018,135,132.488
16.83,30,30.078,135,132.149
16.85,30,30.037,135,131.974
16.87,30,30.001,135,131.715
16.89,30,30.021,135,131.509
16.91,30,30.009,135,131.375
16.93,30,29.914,135,131.393
16.95,30,29.863,135,131.562
16.97,30,29.907,135,131.673
16.99,30,30.027,135,131.721
17.02,30,29.975,135,131.903
17.04,30,29.869,135,131.942
17.06,30,29.778,135,131.815
17.08,30,29.748,135,131.897
17.1,30,29.726,135,132.109
17.12,30,29.872,135,131.995
17.14,30,30.028,135,132.043
17.16,30,30.012,135,132.147
17.18,30,29.901,135,132.225
17.2,30,29.92,135,132.128
17.22,30,30.041,135,132.126
17.24,30,30.08,135,132.18
17.26,30,30.039,135,132.193
17.28,30,30.035,135,132.182
17.3,30,30.075,135,132.242
17.32,30,30.122,135,132.332
17.34,30,30.094,135,132.447
17.36,30,30.078,135,132.474
17.38,30,30.096,135,132.406
17.4,30,30.04,135,132.324
17.42,30,29.944,135,132.379
17.44,30,29.905,135,132.474
17.46,30,29.903,135,132.309
17.48,30,29.868,135,132.061
17.5,30,29.894,135,131.619
17.52,30,29.953,135,131.365
17.55,30,30.05,135,131.116
17.57,30,30.071,135,131.028
17.59,30,30.047,135,131.071
17.61,30,30.046,135,131.327
17.63,30,30.105,135,131.776
17.65,30,30.084,135,132.16
17.67,30,30.034,135,132.479
17.69,30,29.98,135,132.719
17.71,30,29.939,135,133.177
17.73,30,29.979,135,133.287
17.75,30,30.061,135,133.043
17.77,30,30.139,135,133.143
17.79,30,30.19,135,133.25
17.81,30,30.223,135,133.134
17.83,30,30.271,135,132.934
17.85,30,30.328,135,132.809
17.87,30,30.259,135,132.93
17.89,30,30.12,135,133.188
17.91,30,30.115,135,133.336
17.93,30,30.14,135,133.471
17.95,30,30.103,135,133.57
17.97,30,30.053,135,133.38
17.99,30,30.012,135,132.906
18.01,30,29.984,135,132.648
18.03,30,29.987,135,132.304
18.05,30,30.015,135,132.011
18.07,30,30.023,135,131.928
18.09,30,29.978,135,131.752
18.11,30,29.884,135,131.614
18.13,30,29.844,135,131.776
18.15,30,29.92,135,131.949
18.18,30,29.965,135,132.091
18.2,30,29.872,135,132.415
18.22,30,29.84,135,132.772
18.24,30,29.846,135,132.737
18.26,30,29.805,135,132.193
18.28,30,29.724,135,131.928
18.3,30,29.812,135,131.733
18.32,30,29.994,135,131.419
18.34,30,30.03,135,131.2
18.36,30,29.941,135,131.25
18.38,30,29.836,135,131.561
18.4,30,29.872,135,132.007
18.42,30,29.93,135,132.187
18.44,30,29.877,135,132.409
18.46,30,29.871,135,132.577
18.48,30,30.029,135,132.639
18.5,30,30.213,135,132.877
18.52,30,30.132,135,133.431
18.54,30,29.982,135,133.788
18.56,30,29.89,135,134.106
18.58,30,29.884,135,134.264
18.6,30,29.848,135,134.388
18.62,30,29.771,135,134.43
18.64,30,29.828,135,133.957
18.66,30,29.89,135,133.44
18.68,30,29.956,135,132.793
18.7,30,29.941,135,132.29
18.72,30,29.857,135,132.05
18.74,30,29.854,135,131.875
18.76,30,29.926,135,131.87
18.78,30,29.955,135,132.209
18.81,30,29.996,135,132.989
18.83,30,30.13,135,133.363
18.85,30,30.235,135,133.574
18.87,30,30.057,135,133.691
18.89,30,29.837,135,133.622
18.91,30,29.769,135,133.462
18.93,30,29.861,135,132.924
18.95,30,29.868,135,132.892
18.97,30,29.758,135,133.028
18.99,30,29.862,135,132.575
19.01,30,29.976,135,132.432
19.03,30,29.907,135,132.78
19.05,30,29.767,135,133.111
19.07,30,29.709,135,133.198
19.09,30,29.713,135,133.183
19.11,30,29.618,135,133.374
19.13,30,29.531,135,133.472
19.15,30,29.573,135,133.097
19.17,30,29.623,135,132.677
19.19,30,29.571,135,132.419
19.21,30,29.492,135,132.19
19.23,30,29.488,135,131.946
19.25,30,29.535,135,131.978
19.27,30,29.635,135,132.392
19.29,30,29.725,135,132.851
19.31,30,29.787,135,133.402
19.33,30,29.859,135,133.881
19.35,30,29.944,135,134.082
19.37,30,30.075,135,134.323
19.39,30,30.178,135,134.534
19.41,30,30.087,135,134.284
19.44,30,30.023,135,134.086
19.46,30,30.052,135,133.626
19.48,30,30.002,135,133.454
19.5,30,29.893,135,133.271
19.52,30,29.913,135,133.041
19.54,30,30.034,135,132.871
19.56,30,30.156,135,132.599
19.58,30,30.162,135,132.521
19.6,30,30.234,135,132.427
19.62,30,30.354,135,132.202
19.64,30,30.374,135,132.164
19.66,30,30.335,135,132.434
19.68,30,30.291,135,132.88
19.7,30,30.306,135,133.305
19.72,30,30.391,135,133.619
19.74,30,30.404,135,134.062
19.76,30,30.319,135,134.562
19.78,30,30.336,135,134.363
19.8,30,30.231,135,133.893
19.82,30,30.011,135,133.595
19.84,30,29.844,135,133.253
19.86,30,29.755,135,132.902
19.88,30,29.735,135,132.576
19.9,30,29.709,135,132.503
19.92,30,29.74,135,132.815
19.94,30,29.83,135,132.977
19.96,30,29.874,135,133.108
19.98,30,29.899,135,133.454
0,15,29.986,90,133.518
0.02,15,30.042,90,133.484
0.04,15,29.985,90,133.479
0.06,15,29.898,90,133.357
0.08,15,29.877,90,133.222
0.1,15,29.908,90,133.057
0.12,15,29.872,90,133.082
0.14,15,29.772,90,133.1
0.16,15,29.714,90,133.012
0.18,15,29.797,90,133.215
0.2,15,29.833,90,133.406
0.22,15,29.782,90,133.503
0.24,15,29.762,90,133.582
0.26,15,29.838,90,133.421
0.29,15,29.991,90,133.573
0.31,15,29.998,90,133.904
0.33,15,29.934,90,133.895
0.35,15,30.173,90,133.931
0.37,15,30.526,90,133.904
0.39,15,30.554,90,134.101
0.41,15,30.545,90,134.234
0.43,15,30.436,90,134.13
0.45,15,30.194,90,134.061
0.47,15,30.354,90,133.556
0.49,15,30.253,90,133.623
0.51,15,30.109,90,133.517
0.53,15,30.071,90,133.219
0.55,15,30.184,90,133.256
0.57,15,30.416,90,133.539
0.59,15,30.493,90,133.735
0.61,15,30.391,90,134.006
0.63,15,30.118,90,134.259
0.65,15,29.828,90,134.604
0.67,15,29.535,90,134.674
0.69,15,29.252,90,134.46
0.71,15,29.073,90,134.24
0.73,15,29.117,90,133.805
0.75,15,28.904,90,133.571
0.77,15,28.768,90,133.378
0.79,15,28.548,90,133.16
0.81,15,28.521,90,133.123
0.83,15,28.33,90,133.115
0.85,15,28.009,90,132.927
0.87,15,28.036,90,132.619
0.89,15,28.242,90,132.519
0.92,15,28.184,90,132.463
0.94,15,27.851,90,132.199
0.96,15,27.649,90,131.582
0.98,15,27.352,90,130.945
1,15,27.179,90,130.371
1.02,15,27.039,90,130.272
1.04,15,26.957,90,130.246
1.06,15,26.994,90,130.043
1.08,15,26.809,90,130.366
1.1,15,26.639,90,131.038
1.12,15,26.629,90,131.41
1.14,15,26.568,90,131.528
1.16,15,26.378,90,132.09
1.18,15,26.055,90,132.668
1.2,15,25.789,90,132.926
1.22,15,25.553,90,133.198
1.24,15,25.317,90,133.628
1.26,15,25.063,90,133.97
1.28,15,24.928,90,134.062
1.3,15,24.653,90,134.162
1.32,15,24.453,90,134.385
1.34,15,24.307,90,134.355
1.36,15,24.094,90,134.224
1.38,15,23.866,90,134.23
1.4,15,23.665,90,134.285
1.42,15,23.422,90,134.32
1.44,15,23.359,90,134.365
1.46,15,23.335,90,134.254
1.48,15,23.202,90,133.986
1.5,15,22.957,90,133.802
1.53,15,22.973,90,133.832
1.55,15,23.017,90,134.093
1.57,15,22.946,90,134.384
1.59,15,22.59,90,134.193
1.61,15,22.303,90,134.19
1.63,15,22.083,90,134.104
1.65,15,21.759,90,133.586
1.67,15,21.438,90,133.484
1.69,15,21.187,90,133.417
1.71,15,21.001,90,133.115
1.73,15,20.722,90,133.013
1.75,15,20.397,90,132.963
1.77,15,20.123,90,132.702
1.79,15,19.866,90,132.587
1.81,15,19.703,90,132.723
1.83,15,19.55,90,132.749
1.85,15,19.395,90,132.547
1.87,15,19.237,90,132.168
1.89,15,19.112,90,131.934
1.91,15,18.925,90,132.13
1.93,15,18.691,90,131.977
1.95,15,18.297,90,131.919
1.97,15,18.054,90,132.148
1.99,15,17.951,90,132.314
2.01,15,17.933,90,132.308
2.03,15,17.959,90,132.31
2.05,15,17.896,90,132.593
2.07,15,17.841,90,133.023
2.09,15,17.793,90,132.783
2.11,15,17.752,90,132.74
2.13,15,17.424,90,133.122
2.15,15,16.894,90,132.881
2.17,15,16.631,90,132.984
2.2,15,16.417,90,133.116
2.22,15,16.155,90,132.835
2.24,15,15.803,90,133
2.26,15,15.6,90,132.561
2.28,15,15.604,90,131.848
2.3,15,15.34,90,131.624
2.32,15,14.969,90,131.654
2.34,15,14.657,90,131.538
2.36,15,14.205,90,131.85
2.38,15,13.787,90,132.278
2.4,15,13.446,90,132.85
2.42,15,13.06,90,133.903
2.44,15,12.758,90,134.503
2.46,15,12.531,90,134.826
2.48,15,12.26,90,135.381
2.5,15,12.038,90,136.127
2.52,15,11.901,90,136.268
2.54,15,11.775,90,136.696
2.56,15,11.594,90,136.999
2.58,15,11.45,90,137.416
2.6,15,11.446,90,137.273
2.62,15,11.265,90,136.986
2.64,15,10.965,90,137.172
2.66,15,10.826,90,136.939
2.68,15,10.896,90,137.553
2.7,15,10.815,90,137.627
2.72,15,10.579,90,137.543
2.74,15,10.213,90,136.547
2.76,15,9.852,90,134.39
2.79,15,9.561,90,133.002
2.81,15,9.317,90,131.209
2.83,15,9.081,90,129.791
2.85,15,8.65,90,128.91
2.87,15,8.43,90,128.212
2.89,15,8.392,90,130.465
2.91,15,8.344,90,133.613
2.93,15,8.301,90,134.553
2.95,15,8.227,90,135.529
2.97,15,8.079,90,136.898
2.99,15,7.85,90,136.427
3.01,15,7.544,90,134.793
3.03,15,7.282,90,132.348
3.05,15,7.116,90,129.558
3.07,15,6.879,90,127.203
3.09,15,6.674,90,124.925
3.11,15,6.576,90,123.631
3.13,15,6.551,90,124.793
3.15,15,6.408,90,126.204
3.17,15,6.3,90,127.491
3.19,15,6.314,90,128.72
3.21,15,6.263,90,129.572
3.23,15,6.128,90,130.218
3.25,15,6.011,90,130.683
3.27,15,6.061,90,130.772
3.29,15,6.121,90,130.819
3.31,15,6.005,90,131.201
3.33,15,5.808,90,130.79
3.35,15,5.647,90,130.455
3.37,15,5.521,90,129.13
3.39,15,5.453,90,127.564
3.41,15,5.403,90,126.177
3.44,15,5.419,90,124.55
3.46,15,5.493,90,123.054
3.48,15,5.486,90,122.381
3.5,15,5.408,90,121.315
3.52,15,5.306,90,121.066
3.54,15,5.304,90,121.093
3.56,15,5.336,90,122.054
3.58,15,5.299,90,122.633
3.6,15,5.365,90,123.187
3.62,15,5.431,90,123.986
3.64,15,5.465,90,123.262
3.66,15,5.585,90,120.886
3.68,15,5.612,90,118.319
3.7,15,5.662,90,116.34
3.72,15,5.85,90,114.826
3.74,15,5.933,90,113.774
3.76,15,5.937,90,114.129
3.78,15,5.948,90,113.849
3.8,15,5.955,90,113.172
3.82,15,6.091,90,114.07
3.84,15,6.272,90,115.326
3.86,15,6.513,90,115.873
3.88,15,6.701,90,115.897
3.9,15,6.743,90,115.307
3.92,15,6.668,90,115.127
3.94,15,6.597,90,115.046
3.96,15,6.579,90,114.819
3.98,15,6.611,90,115.312
4,15,6.645,90,115.174
4.02,15,6.811,90,114.739
4.04,15,7.146,90,114.988
4.06,15,7.487,90,114.912
4.09,15,7.734,90,115.205
4.11,15,7.965,90,115.218
4.13,15,8.283,90,114.967
4.15,15,8.518,90,115.967
4.17,15,8.782,90,117.383
4.19,15,8.899,90,118.208
4.21,15,8.997,90,118.909
4.23,15,9.269,90,119.912
4.25,15,9.404,90,119.675
4.27,15,9.452,90,118.914
4.29,15,9.459,90,118.07
4.31,15,9.514,90,117.124
4.33,15,9.588,90,116.997
4.35,15,9.93,90,117.035
4.37,15,10.214,90,116.632
4.39,15,10.411,90,116.585
4.41,15,10.633,90,115.741
4.43,15,10.79,90,114.302
4.45,15,10.911,90,113.268
4.47,15,11.172,90,112.391
4.49,15,11.413,90,111.58
4.51,15,11.64,90,111.194
4.53,15,11.915,90,111.669
4.55,15,12.227,90,112.473
4.57,15,12.424,90,112.877
4.59,15,12.724,90,113.114
4.61,15,12.867,90,113.189
4.63,15,13.061,90,113.81
4.65,15,13.27,90,113.882
4.67,15,13.587,90,114.183
4.7,15,13.786,90,114.208
4.72,15,14.203,90,113.702
4.74,15,14.301,90,113.026
4.76,15,14.293,90,113.02
4.78,15,14.588,90,113.002
4.8,15,14.944,90,113.377
4.82,15,15.213,90,113.755
4.84,15,15.247,90,113.571
4.86,15,15.261,90,113.282
4.88,15,15.367,90,112.838
4.9,15,15.374,90,112.23
4.92,15,15.357,90,111.71
4.94,15,15.462,90,111.256
4.96,15,15.634,90,110.931
4.98,15,15.797,90,110.993
5,15,16.03,90,111.217
5.02,15,16.476,90,111.14
5.04,15,16.839,90,111.174
5.06,15,17.209,90,110.785
5.08,15,17.5,90,110.299
5.1,15,17.68,90,109.615
5.12,15,17.767,90,108.956
5.14,15,18.025,90,108.684
5.16,15,18.404,90,108.499
5.18,15,18.553,90,108.775
5.2,15,18.694,90,109.266
5.22,15,18.822,90,109.753
5.24,15,19.005,90,110.36
5.26,15,19.089,90,110.62
5.28,15,19.046,90,110.751
5.31,15,19.046,90,110.695
5.33,15,19.127,90,110.45
5.35,15,19.239,90,109.868
5.37,15,19.31,90,109.359
5.39,15,19.356,90,109.18
5.41,15,19.44,90,108.709
5.43,15,19.513,90,108.33
5.45,15,19.524,90,108.003
5.47,15,19.613,90,107.423
5.49,15,19.733,90,106.762
5.51,15,19.818,90,106.474
5.53,15,19.886,90,106.283
5.55,15,19.938,90,106.038
5.57,15,19.952,90,105.91
5.59,15,19.993,90,106.18
5.61,15,20.158,90,106.657
5.63,15,20.248,90,106.954
5.65,15,20.44,90,107.22
5.67,15,20.43,90,107.404
5.69,15,20.308,90,107.312
5.71,15,20.19,90,106.869
5.73,15,20.156,90,106.419
5.75,15,20.208,90,106.218
5.77,15,20.076,90,106.112
5.79,15,20.02,90,105.757
5.81,15,20.063,90,105.445
5.83,15,19.994,90,105.306
5.85,15,19.752,90,105.586
5.87,15,19.584,90,105.553
5.89,15,19.544,90,105.299
5.91,15,19.516,90,105.49
5.94,15,19.479,90,105.787
5.96,15,19.378,90,106.032
5.98,15,19.419,90,106.115
6,15,19.366,90,106.063
6.02,15,19.236,90,106.252
6.04,15,19.177,90,106.383
6.06,15,19.296,90,105.947
6.08,15,19.34,90,105.921
6.1,15,19.077,90,106.436
6.12,15,18.998,90,106.384
6.14,15,19.067,90,107.004
6.16,15,19.099,90,107.578
6.18,15,19.096,90,107.67
6.2,15,18.868,90,107.251
6.22,15,18.846,90,107.014
6.24,15,18.82,90,106.647
6.26,15,18.578,90,105.791
6.28,15,18.42,90,105.22
6.3,15,18.267,90,104.738
6.32,15,18.073,90,104.015
6.34,15,17.86,90,103.73
6.36,15,17.664,90,103.816
6.38,15,17.49,90,103.861
6.4,15,17.304,90,104.001
6.42,15,17.236,90,104.315
6.44,15,17.32,90,104.686
6.46,15,17.263,90,104.81
6.48,15,17.018,90,104.663
6.5,15,16.668,90,104.55
6.52,15,16.421,90,104.393
6.54,15,16.319,90,104.446
6.56,15,16.162,90,104.58
6.59,15,16.057,90,104.633
6.61,15,16.089,90,104.356
6.63,15,16.101,90,103.854
6.65,15,16.08,90,103.669
6.67,15,16.053,90,103.564
6.69,15,16.029,90,103.181
6.71,15,15.888,90,102.692
6.73,15,15.67,90,102.679
6.75,15,15.331,90,103.797
6.77,15,15.022,90,105.105
6.79,15,14.839,90,105.86
6.81,15,14.648,90,106.606
6.83,15,14.472,90,107.124
6.85,15,14.33,90,107.304
6.87,15,14.194,90,107.168
6.89,15,14.086,90,107.091
6.91,15,13.996,90,106.946
6.93,15,14.023,90,106.834
6.95,15,14.088,90,106.699
6.97,15,14.123,90,106.978
6.99,15,14.096,90,107.408
7.01,15,14.109,90,107.479
7.03,15,14.144,90,107.722
7.05,15,14.217,90,108.054
7.07,15,14.25,90,108.243
7.09,15,14.3,90,108.448
7.11,15,14.394,90,107.734
7.13,15,14.439,90,106.7
7.15,15,14.504,90,105.733
7.17,15,14.595,90,104.942
7.19,15,14.629,90,104.18
7.21,15,14.588,90,103.559
7.23,15,14.457,90,103.098
7.26,15,14.366,90,103.119
7.28,15,14.235,90,103.565
7.3,15,14.064,90,104.164
7.32,15,13.948,90,104.378
7.34,15,13.879,90,104.235
7.36,15,13.665,90,104.357
7.38,15,13.572,90,104.409
7.4,15,13.695,90,104.124
7.42,15,13.767,90,104.006
7.44,15,13.773,90,104.089
7.46,15,13.926,90,103.953
7.48,15,14.065,90,103.755
7.5,15,14.203,90,103.871
7.52,15,14.332,90,104.147
7.54,15,14.376,90,103.89
7.56,15,14.566,90,103.951
7.58,15,14.738,90,104.26
7.6,15,14.701,90,104.325
7.62,15,14.728,90,104.456
7.64,15,14.721,90,104.999
7.66,15,14.789,90,105.354
7.68,15,14.645,90,105.936
7.7,15,14.551,90,105.937
7.72,15,14.539,90,105.427
7.74,15,14.521,90,105.139
7.76,15,14.559,90,104.846
7.78,15,14.529,90,104.87
7.8,15,14.808,90,104.02
7.82,15,14.965,90,103.73
7.84,15,14.849,90,103.776
7.86,15,14.742,90,103.205
7.89,15,14.715,90,102.841
7.91,15,14.667,90,102.959
7.93,15,14.687,90,103.398
7.95,15,14.536,90,103.841
7.97,15,14.618,90,103.921
7.99,15,14.721,90,103.924
8.01,15,14.477,90,104.098
8.03,15,14.413,90,103.71
8.05,15,14.477,90,103.294
8.07,15,14.665,90,103.274
8.09,15,14.812,90,103.173
8.11,15,14.796,90,103.019
8.13,15,14.717,90,102.757
8.15,15,14.732,90,103.608
8.17,15,14.737,90,104.34
8.19,15,14.588,90,105.009
8.21,15,14.449,90,105.633
8.23,15,14.416,90,105.926
8.25,15,14.475,90,105.864
8.27,15,14.61,90,105.03
8.29,15,14.732,90,102.934
8.31,15,14.918,90,101.578
8.33,15,15.09,90,100.706
8.35,15,15.198,90,99.799
8.37,15,15.192,90,98.614
8.39,15,15.081,90,97.899
8.41,15,14.965,90,97.581
8.43,15,14.934,90,97.569
8.45,15,14.957,90,97.552
8.47,15,14.847,90,97.36
8.49,15,14.688,90,97.222
8.52,15,14.692,90,97.936
8.54,15,14.667,90,99.172
8.56,15,14.422,90,100.378
8.58,15,14.176,90,101.58
8.6,15,14.157,90,102.824
8.62,15,14.225,90,103.941
8.64,15,14.255,90,105.087
8.66,15,14.346,90,104.879
8.68,15,14.521,90,104
8.7,15,14.687,90,103.463
8.72,15,14.764,90,102.842
8.74,15,14.783,90,102.082
8.76,15,14.894,90,101.753
8.78,15,15.151,90,101.531
8.8,15,15.148,90,101.067
8.82,15,15.015,90,100.548
8.84,15,14.93,90,100.199
8.86,15,14.794,90,99.792
8.88,15,14.696,90,99.118
8.9,15,14.606,90,98.375
8.92,15,14.459,90,97.866
8.94,15,14.468,90,97.257
8.96,15,14.561,90,96.881
8.98,15,14.678,90,96.985
9,15,14.819,90,97.1
9.02,15,14.85,90,97.176
9.04,15,14.884,90,97.557
9.06,15,14.803,90,98.039
9.08,15,14.626,90,98.223
9.1,15,14.549,90,98.94
9.12,15,14.52,90,99.811
9.15,15,14.565,90,99.94
9.17,15,14.555,90,100.519
9.19,15,14.645,90,100.495
9.21,15,14.864,90,99.62
9.23,15,14.931,90,98.674
9.25,15,15.095,90,97.971
9.27,15,15.23,90,97.887
9.29,15,15.39,90,97.526
9.31,15,15.436,90,97.863
9.33,15,15.518,90,99.086
9.35,15,15.58,90,99.82
9.37,15,15.42,90,100.213
9.39,15,15.378,90,100.928
9.41,15,15.402,90,101.249
9.43,15,15.298,90,101.208
9.45,15,15.158,90,101.357
9.47,15,15.094,90,101.442
9.49,15,15.081,90,101.396
9.51,15,14.97,90,101.256
9.53,15,14.959,90,101.452
9.55,15,14.993,90,101.642
9.57,15,14.866,90,101.336
9.59,15,14.677,90,101.04
9.61,15,14.587,90,100.75
9.63,15,14.571,90,100.95
9.65,15,14.592,90,101.234
9.67,15,14.571,90,101.373
9.69,15,14.563,90,101.321
9.71,15,14.629,90,101.217
9.73,15,14.723,90,101.282
9.75,15,14.746,90,101.348
9.78,15,14.736,90,101.17
9.8,15,14.767,90,101.035
9.82,15,14.851,90,101.054
9.84,15,15.001,90,101.139
9.86,15,14.969,90,101.259
9.88,15,15.024,90,101.074
9.9,15,15.083,90,101.089
9.92,15,15.14,90,100.915
9.94,15,15.172,90,100.784
9.96,15,15.102,90,100.967
9.98,15,15.014,90,100.995
10,15,14.946,90,100.841
10.02,15,14.864,90,100.578
10.04,15,14.749,90,100.472
10.06,15,14.681,90,100.16
10.08,15,14.707,90,99.422
10.1,15,14.804,90,98.94
10.12,15,14.938,90,98.871
10.14,15,15.016,90,98.845
10.16,15,15.054,90,98.39
10.18,15,15.108,90,98.037
10.2,15,15.076,90,98.17
10.22,15,15.056,90,98.351
10.24,15,15.105,90,98.181
10.26,15,15.143,90,98.078
10.28,15,15.14,90,98.318
10.3,15,15.13,90,98.601
10.32,15,15.13,90,98.632
10.34,15,15.198,90,98.142
10.36,15,15.151,90,97.585
10.38,15,14.994,90,97.381
10.41,15,14.925,90,97.421
10.43,15,15.055,90,97.233
10.45,15,15.168,90,97.083
10.47,15,15.024,90,97.078
10.49,15,14.905,90,96.4
10.51,15,14.914,90,95.807
10.53,15,14.986,90,95.517
10.55,15,14.968,90,95.385
10.57,15,14.951,90,95.523
10.59,15,15.006,90,95.814
10.61,15,15,90,96.808
10.63,15,14.935,90,97.562
10.65,15,14.815,90,97.748
10.67,15,14.622,90,97.829
10.69,15,14.572,90,98.008
10.71,15,14.655,90,97.807
10.73,15,14.825,90,97.278
10.75,15,14.899,90,96.52
10.77,15,14.93,90,95.353
10.79,15,14.98,90,94.551
10.81,15,15.087,90,94.353
10.83,15,15.317,90,94.79
10.85,15,15.352,90,94.641
10.87,15,15.344,90,95.213
10.89,15,15.346,90,95.841
10.91,15,15.424,90,96.195
10.93,15,15.48,90,96.372
10.96,15,15.472,90,96.658
10.98,15,15.494,90,97.661
11,15,15.413,90,98.443
11.02,15,15.286,90,98.987
11.04,15,15.118,90,99.567
11.06,15,14.985,90,100.061
11.08,15,14.906,90,100.457
11.1,15,14.872,90,100.721
11.12,15,14.901,90,100.571
