time,continuous_time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
8.48,28.48,20,21.01,90,88
8.5,28.5,20,20.97,90,88.14
8.52,28.52,20,21,90,88.44
8.54,28.54,20,21.01,90,88.59
8.57,28.57,20,20.99,90,88.53
8.59,28.59,20,20.96,90,88.52
8.61,28.61,20,20.99,90,88.58
8.63,28.63,20,21.03,90,88.63
8.65,28.65,20,20.99,90,88.75
8.67,28.67,20,20.97,90,88.76
8.69,28.69,20,20.97,90,88.71
8.71,28.71,20,20.98,90,88.85
8.73,28.73,20,21.02,90,88.95
8.75,28.75,20,21.02,90,88.85
8.77,28.77,20,20.96,90,88.86
8.8,28.8,20,20.96,90,88.93
8.82,28.82,20,20.96,90,88.93
8.84,28.84,20,20.95,90,88.93
8.86,28.86,20,21.01,90,88.92
8.88,28.88,20,21.08,90,88.84
8.9,28.9,20,21.06,90,88.82
8.92,28.92,20,21.04,90,88.82
8.94,28.94,20,21.04,90,88.8
8.96,28.96,20,20.99,90,88.83
8.98,28.98,20,20.98,90,89.18
9,29,20,21.04,90,89.54
9.02,29.02,20,21.06,90,89.7
9.04,29.04,20,21.01,90,89.69
9.06,29.06,20,20.93,90,89.81
9.08,29.08,20,20.94,90,89.94
9.1,29.1,20,20.96,90,89.92
9.12,29.12,20,20.85,90,89.97
9.15,29.15,20,20.84,90,90.02
9.17,29.17,20,20.87,90,90.05
9.19,29.19,20,20.86,90,90.05
9.21,29.21,20,20.76,90,90.13
9.23,29.23,20,20.73,90,90.22
9.25,29.25,20,20.72,90,90.2
9.27,29.27,20,20.72,90,90.21
9.29,29.29,20,20.75,90,90.37
9.31,29.31,20,20.78,90,90.38
9.33,29.33,20,20.77,90,90.36
9.35,29.35,20,20.74,90,90.41
9.37,29.37,20,20.75,90,90.48
9.39,29.39,20,20.8,90,90.41
9.41,29.41,20,20.79,90,90.36
9.43,29.43,20,20.8,90,90.38
9.45,29.45,20,20.84,90,90.4
9.47,29.47,20,20.85,90,90.38
9.5,29.5,20,20.84,90,90.4
9.52,29.52,20,20.85,90,90.38
9.54,29.54,20,20.88,90,90.31
9.56,29.56,20,20.88,90,90.28
9.58,29.58,20,20.89,90,90.31
9.6,29.6,20,20.91,90,90.33
9.62,29.62,20,20.89,90,90.38
9.64,29.64,20,20.85,90,90.49
9.66,29.66,20,20.84,90,90.56
9.68,29.68,20,20.84,90,90.58
9.7,29.7,20,20.82,90,90.59
9.72,29.72,20,20.77,90,90.63
9.74,29.74,20,20.7,90,90.77
9.76,29.76,20,20.65,90,90.92
9.78,29.78,20,20.57,90,90.94
9.8,29.8,20,20.52,90,91.03
9.83,29.83,20,20.49,90,91.16
9.85,29.85,20,20.54,90,91.24
9.87,29.87,20,20.55,90,91.24
9.89,29.89,20,20.52,90,91.24
9.91,29.91,20,20.51,90,91.21
9.93,29.93,20,20.53,90,91.12
9.95,29.95,20,20.52,90,91.05
9.97,29.97,20,20.51,90,91
9.99,29.99,20,20.54,90,90.92
10.01,30.01,20,20.57,90,90.93
10.03,30.03,20,20.58,90,90.94
10.05,30.05,20,20.6,90,90.88
10.07,30.07,20,20.62,90,90.84
10.09,30.09,20,20.63,90,90.87
10.11,30.11,20,20.64,90,90.94
10.13,30.13,20,20.67,90,91.03
10.16,30.16,20,20.67,90,91.09
10.18,30.18,20,20.63,90,91.09
10.2,30.2,20,20.61,90,91.1
10.22,30.22,20,20.61,90,91.16
10.24,30.24,20,20.6,90,91.18
10.26,30.26,20,20.58,90,91.18
10.28,30.28,20,20.57,90,91.2
10.3,30.3,20,20.56,90,91.19
10.32,30.32,20,20.54,90,91.2
10.34,30.34,20,20.52,90,91.23
10.36,30.36,20,20.53,90,91.25
10.38,30.38,20,20.53,90,91.24
10.4,30.4,20,20.49,90,91.3
10.42,30.42,20,20.47,90,91.36
10.44,30.44,20,20.46,90,91.4
10.46,30.46,20,20.45,90,91.43
10.48,30.48,20,20.42,90,91.44
10.51,30.51,20,20.43,90,91.45
10.53,30.53,20,20.46,90,91.43
10.55,30.55,20,20.47,90,91.38
10.57,30.57,20,20.48,90,91.29
10.59,30.59,20,20.51,90,91.24
10.61,30.61,20,20.52,90,91.2
10.63,30.63,20,20.52,90,91.14
10.65,30.65,20,20.51,90,91.15
10.67,30.67,20,20.5,90,91.18
10.69,30.69,20,20.49,90,91.25
10.71,30.71,20,20.48,90,91.28
10.73,30.73,20,20.48,90,91.29
10.75,30.75,20,20.48,90,91.35
10.77,30.77,20,20.51,90,91.37
10.79,30.79,20,20.52,90,91.34
10.81,30.81,20,20.53,90,91.27
10.83,30.83,20,20.55,90,91.2
10.85,30.85,20,20.58,90,91.18
10.88,30.88,20,20.59,90,91.14
10.9,30.9,20,20.6,90,91.05
10.92,30.92,20,20.61,90,90.98
10.94,30.94,20,20.62,90,90.94
10.96,30.96,20,20.62,90,90.92
10.98,30.98,20,20.63,90,90.88
11,31,20,20.64,90,90.88
11.02,31.02,20,20.64,90,90.89
11.04,31.04,20,20.65,90,90.91
11.06,31.06,20,20.64,90,90.97
11.08,31.08,20,20.61,90,91.05
11.1,31.1,20,20.63,90,91.1
11.12,31.12,20,20.55,90,91.05
11.14,31.14,20,20.52,90,90.99
11.16,31.16,20,20.6,90,90.93
11.18,31.18,20,20.69,90,90.78
11.2,31.2,20,20.73,90,90.55
11.22,31.22,20,20.78,90,90.45
11.24,31.24,20,20.85,90,90.43
11.27,31.27,20,20.8,90,90.4
11.29,31.29,20,20.72,90,90.44
11.31,31.31,20,20.72,90,90.59
11.33,31.33,20,20.75,90,90.77
11.35,31.35,20,20.66,90,90.88
11.37,31.37,20,20.61,90,90.95
11.39,31.39,20,20.57,90,90.99
11.41,31.41,20,20.54,90,90.99
11.43,31.43,20,20.42,90,91.04
11.45,31.45,20,20.35,90,91.1
11.47,31.47,20,20.32,90,91.2
11.49,31.49,20,20.28,90,91.3
11.51,31.51,20,20.22,90,91.36
11.53,31.53,20,20.23,90,91.43
11.55,31.55,20,20.24,90,91.51
11.57,31.57,20,20.25,90,91.46
11.59,31.59,20,20.28,90,91.44
11.61,31.61,20,20.27,90,91.44
11.64,31.64,20,20.26,90,91.41
11.66,31.66,20,20.25,90,91.33
11.68,31.68,20,20.26,90,91.24
11.7,31.7,20,20.27,90,91.18
11.72,31.72,20,20.29,90,91.1
11.74,31.74,20,20.32,90,91.02
11.76,31.76,20,20.29,90,90.95
11.78,31.78,20,20.29,90,90.91
11.8,31.8,20,20.3,90,90.94
11.82,31.82,20,20.31,90,91.11
11.84,31.84,20,20.29,90,91.23
11.86,31.86,20,20.24,90,91.24
11.88,31.88,20,20.21,90,91.35
11.9,31.9,20,20.2,90,91.38
11.92,31.92,20,20.15,90,91.33
11.94,31.94,20,20.12,90,91.31
11.96,31.96,20,20.12,90,91.31
11.98,31.98,20,20.11,90,91.26
12.01,32.01,20,20.1,90,91.25
12.03,32.03,20,20.11,90,91.27
12.05,32.05,20,20.1,90,91.28
12.07,32.07,20,20.06,90,91.36
12.09,32.09,20,20.05,90,91.43
12.11,32.11,20,20.04,90,91.48
12.13,32.13,20,20.02,90,91.51
12.15,32.15,20,19.99,90,91.56
12.17,32.17,20,19.98,90,91.6
12.19,32.19,20,19.98,90,91.61
12.21,32.21,20,19.95,90,91.61
12.23,32.23,20,19.94,90,91.62
12.25,32.25,20,19.95,90,91.65
12.27,32.27,20,19.96,90,91.66
12.29,32.29,20,19.95,90,91.62
12.31,32.31,20,19.95,90,91.59
12.33,32.33,20,19.98,90,91.54
12.35,32.35,20,20.03,90,91.41
12.37,32.37,20,20.07,90,91.3
12.4,32.4,20,20.11,90,91.22
12.42,32.42,20,20.13,90,91.18
12.44,32.44,20,20.15,90,91.14
12.46,32.46,20,20.15,90,91.08
12.48,32.48,20,20.15,90,91.05
12.5,32.5,20,20.14,90,91.05
12.52,32.52,20,20.12,90,91.09
12.54,32.54,20,20.11,90,91.14
12.56,32.56,20,20.11,90,91.18
12.58,32.58,20,20.12,90,91.19
12.6,32.6,20,20.13,90,91.2
12.62,32.62,20,20.14,90,91.19
12.64,32.64,20,20.15,90,91.21
12.66,32.66,20,20.16,90,91.24
12.68,32.68,20,20.15,90,91.24
12.7,32.7,20,20.15,90,91.24
12.72,32.72,20,20.14,90,91.23
12.74,32.74,20,20.13,90,91.23
12.76,32.76,20,20.12,90,91.25
12.79,32.79,20,20.1,90,91.28
12.81,32.81,20,20.09,90,91.28
12.83,32.83,20,20.09,90,91.26
12.85,32.85,20,20.09,90,91.2
12.87,32.87,20,20.12,90,91.11
12.89,32.89,20,20.14,90,90.98
12.91,32.91,20,20.15,90,90.93
12.93,32.93,20,20.16,90,90.9
12.95,32.95,20,20.18,90,90.85
12.97,32.97,20,20.19,90,90.83
12.99,32.99,20,20.19,90,90.82
13.01,33.01,20,20.16,90,90.89
13.03,33.03,20,20.14,90,90.95
13.05,33.05,20,20.12,90,91
13.07,33.07,20,20.11,90,91.02
13.09,33.09,20,20.09,90,91.09
13.11,33.11,20,20.07,90,91.19
13.13,33.13,20,20.03,90,91.29
13.15,33.15,20,19.98,90,91.4
13.18,33.18,20,19.95,90,91.52
13.2,33.2,20,19.94,90,91.61
13.22,33.22,20,19.92,90,91.66
13.24,33.24,20,19.96,90,91.6
13.26,33.26,20,19.99,90,91.49
13.28,33.28,20,20.01,90,91.39
13.3,33.3,20,20.05,90,91.3
13.32,33.32,20,20.08,90,91.24
13.34,33.34,20,20.08,90,91.21
13.36,33.36,20,20.08,90,91.19
13.38,33.38,20,20.08,90,91.18
13.4,33.4,20,20.08,90,91.19
13.42,33.42,20,20.06,90,91.19
13.44,33.44,20,20.07,90,91.21
13.46,33.46,20,20.07,90,91.23
13.48,33.48,20,20.02,90,91.32
13.5,33.5,20,19.95,90,91.47
13.52,33.52,20,19.88,90,91.63
13.55,33.55,20,19.83,90,91.76
13.57,33.57,20,19.78,90,91.86
13.59,33.59,20,19.75,90,91.94
13.61,33.61,20,19.73,90,91.98
13.63,33.63,20,19.75,90,91.96
13.65,33.65,20,19.79,90,91.83
13.67,33.67,20,19.83,90,91.71
13.69,33.69,20,19.88,90,91.6
13.71,33.71,20,19.91,90,91.53
13.73,33.73,20,19.92,90,91.45
13.75,33.75,20,19.92,90,91.42
13.77,33.77,20,19.92,90,91.44
13.79,33.79,20,19.91,90,91.44
13.81,33.81,20,19.92,90,91.46
13.83,33.83,20,19.92,90,91.49
13.85,33.85,20,19.92,90,91.52
13.87,33.87,20,19.93,90,91.49
13.89,33.89,20,19.95,90,91.44
13.91,33.91,20,19.97,90,91.39
13.94,33.94,20,19.99,90,91.36
13.96,33.96,20,20.01,90,91.34
13.98,33.98,20,20.01,90,91.34
14,34,20,20.01,90,91.35
14.02,34.02,20,20,90,91.34
14.04,34.04,20,20.02,90,91.34
14.06,34.06,20,20.02,90,91.35
14.08,34.08,20,20.01,90,91.35
14.1,34.1,20,20.01,90,91.35
14.12,34.12,20,20,90,91.41
14.14,34.14,20,19.97,90,91.52
14.16,34.16,20,19.93,90,91.61
14.18,34.18,20,19.89,90,91.7
14.2,34.2,20,19.86,90,91.76
14.22,34.22,20,19.85,90,91.8
14.24,34.24,20,19.85,90,91.83
14.26,34.26,20,19.84,90,91.78
14.28,34.28,20,19.88,90,91.64
14.3,34.3,20,19.91,90,91.52
14.33,34.33,20,19.94,90,91.41
14.35,34.35,20,19.97,90,91.31
14.37,34.37,20,20,90,91.26
14.39,34.39,20,20.02,90,91.25
14.41,34.41,20,20.02,90,91.24
14.43,34.43,20,20.02,90,91.25
14.45,34.45,20,20.01,90,91.26
14.47,34.47,20,19.98,90,91.28
14.49,34.49,20,19.97,90,91.32
14.51,34.51,20,19.97,90,91.34
14.53,34.53,20,19.95,90,91.39
14.55,34.55,20,19.94,90,91.42
14.57,34.57,20,19.94,90,91.47
14.59,34.59,20,19.92,90,91.51
14.61,34.61,20,19.91,90,91.48
14.63,34.63,20,19.89,90,91.5
14.65,34.65,20,19.87,90,91.56
14.67,34.67,20,19.84,90,91.64
14.7,34.7,20,19.82,90,91.7
14.72,34.72,20,19.81,90,91.73
14.74,34.74,20,19.8,90,91.75
14.76,34.76,20,19.82,90,91.7
14.78,34.78,20,19.85,90,91.63
14.8,34.8,20,19.9,90,91.54
14.82,34.82,20,19.95,90,91.44
14.84,34.84,20,19.98,90,91.36
14.86,34.86,20,20,90,91.3
14.88,34.88,20,20.02,90,91.29
14.9,34.9,20,20.02,90,91.27
14.92,34.92,20,20.02,90,91.3
14.94,34.94,20,20.04,90,91.32
14.96,34.96,20,20.04,90,91.31
14.98,34.98,20,20.03,90,91.33
15,35,20,20.03,90,91.36
15.02,35.02,20,20.02,90,91.37
15.04,35.04,20,20.03,90,91.34
15.06,35.06,20,20.03,90,91.32
15.09,35.09,20,20.04,90,91.3
15.11,35.11,20,20.05,90,91.26
15.13,35.13,20,20.04,90,91.24
15.15,35.15,20,20.05,90,91.21
15.17,35.17,20,20.05,90,91.21
15.19,35.19,20,20.04,90,91.21
15.21,35.21,20,20.03,90,91.21
15.23,35.23,20,20.03,90,91.2
15.25,35.25,20,20.03,90,91.21
15.27,35.27,20,20.02,90,91.25
15.29,35.29,20,20.01,90,91.28
15.31,35.31,20,19.99,90,91.32
15.33,35.33,20,19.98,90,91.34
15.35,35.35,20,19.98,90,91.35
15.37,35.37,20,19.97,90,91.35
15.39,35.39,20,19.97,90,91.34
15.41,35.41,20,19.97,90,91.34
15.43,35.43,20,19.97,90,91.37
15.45,35.45,20,19.97,90,91.38
15.48,35.48,20,19.97,90,91.43
15.5,35.5,20,19.96,90,91.45
15.52,35.52,20,19.95,90,91.44
15.54,35.54,20,19.93,90,91.46
15.56,35.56,20,19.92,90,91.47
15.58,35.58,20,19.92,90,91.45
15.6,35.6,20,19.92,90,91.43
15.62,35.62,20,19.93,90,91.41
15.64,35.64,20,19.94,90,91.39
15.66,35.66,20,19.94,90,91.37
15.68,35.68,20,19.93,90,91.4
15.7,35.7,20,19.91,90,91.45
15.72,35.72,20,19.9,90,91.5
15.74,35.74,20,19.89,90,91.54
15.76,35.76,20,19.88,90,91.56
15.78,35.78,20,19.87,90,91.59
15.8,35.8,20,19.84,90,91.68
15.82,35.82,20,19.79,90,91.8
15.85,35.85,20,19.73,90,91.92
15.87,35.87,20,19.68,90,92.01
15.89,35.89,20,19.64,90,92.08
15.91,35.91,20,19.63,90,92.11
15.93,35.93,20,19.68,90,92.02
15.95,35.95,20,19.77,90,91.85
15.97,35.97,20,19.87,90,91.66
15.99,35.99,20,19.97,90,91.46
16.01,36.01,20,20.06,90,91.3
16.03,36.03,20,20.11,90,91.19
16.05,36.05,20,20.15,90,91.12
16.07,36.07,20,20.12,90,91.2
16.09,36.09,20,20.02,90,91.41
16.11,36.11,20,19.93,90,91.58
16.13,36.13,20,19.84,90,91.72
16.15,36.15,20,19.79,90,91.84
16.17,36.17,20,19.74,90,91.94
16.19,36.19,20,19.71,90,92.01
16.21,36.21,20,19.76,90,91.89
16.24,36.24,20,19.87,90,91.62
16.26,36.26,20,19.98,90,91.35
16.28,36.28,20,20.06,90,91.16
16.3,36.3,20,20.11,90,91.01
16.32,36.32,20,20.15,90,90.92
16.34,36.34,20,20.16,90,90.96
16.36,36.36,20,20.14,90,91.03
16.38,36.38,20,20.09,90,91.18
16.4,36.4,20,20.04,90,91.28
16.42,36.42,20,20,90,91.37
16.44,36.44,20,19.98,90,91.43
16.46,36.46,20,19.96,90,91.44
16.48,36.48,20,19.97,90,91.43
16.5,36.5,20,19.98,90,91.4
16.52,36.52,20,19.98,90,91.37
16.54,36.54,20,19.99,90,91.36
16.56,36.56,20,19.99,90,91.36
16.58,36.58,20,19.97,90,91.42
16.6,36.6,20,19.93,90,91.51
16.63,36.63,20,19.88,90,91.63
16.65,36.65,20,19.84,90,91.76
16.67,36.67,20,19.82,90,91.85
16.69,36.69,20,19.8,90,91.89
16.71,36.71,20,19.82,90,91.79
16.73,36.73,20,19.86,90,91.69
16.75,36.75,20,19.89,90,91.62
16.77,36.77,20,19.92,90,91.53
16.79,36.79,20,19.94,90,91.42
16.81,36.81,20,19.96,90,91.35
16.83,36.83,20,19.98,90,91.32
16.85,36.85,20,19.99,90,91.31
16.87,36.87,20,19.99,90,91.31
16.89,36.89,20,19.99,90,91.32
16.91,36.91,20,19.99,90,91.35
16.93,36.93,20,20,90,91.37
16.95,36.95,20,20.01,90,91.36
16.97,36.97,20,19.99,90,91.36
16.99,36.99,20,19.97,90,91.37
17.02,37.02,20,19.97,90,91.43
17.04,37.04,20,19.97,90,91.48
17.06,37.06,20,19.95,90,91.51
17.08,37.08,20,19.94,90,91.53
17.1,37.1,20,19.94,90,91.54
17.12,37.12,20,19.95,90,91.48
17.14,37.14,20,19.98,90,91.39
17.16,37.16,20,20,90,91.33
17.18,37.18,20,20.02,90,91.3
17.2,37.2,20,20.04,90,91.3
17.22,37.22,20,20.06,90,91.3
17.24,37.24,20,20.03,90,91.39
17.26,37.26,20,19.99,90,91.46
17.28,37.28,20,19.95,90,91.55
17.3,37.3,20,19.92,90,91.63
17.32,37.32,20,19.89,90,91.69
17.34,37.34,20,19.89,90,91.67
17.36,37.36,20,19.9,90,91.6
17.39,37.39,20,19.92,90,91.55
17.41,37.41,20,19.93,90,91.51
17.43,37.43,20,19.95,90,91.5
17.45,37.45,20,19.97,90,91.48
17.47,37.47,20,19.99,90,91.46
17.49,37.49,20,19.99,90,91.44
17.51,37.51,20,20,90,91.43
17.53,37.53,20,20.01,90,91.42
17.55,37.55,20,20.01,90,91.42
17.57,37.57,20,20.02,90,91.42
17.59,37.59,20,20.02,90,91.42
17.61,37.61,20,20.02,90,91.42
17.63,37.63,20,20,90,91.48
17.65,37.65,20,19.96,90,91.59
17.67,37.67,20,19.93,90,91.73
17.69,37.69,20,19.9,90,91.82
17.71,37.71,20,19.87,90,91.88
17.73,37.73,20,19.86,90,91.89
17.75,37.75,20,19.88,90,91.85
17.78,37.78,20,19.9,90,91.79
17.8,37.8,20,19.91,90,91.71
17.82,37.82,20,19.94,90,91.65
17.84,37.84,20,19.95,90,91.61
17.86,37.86,20,19.96,90,91.58
17.88,37.88,20,19.94,90,91.6
17.9,37.9,20,19.9,90,91.68
17.92,37.92,20,19.86,90,91.77
17.94,37.94,20,19.83,90,91.83
17.96,37.96,20,19.8,90,91.87
17.98,37.98,20,19.79,90,91.88
18,38,20,19.83,90,91.82
18.02,38.02,20,19.89,90,91.76
18.04,38.04,20,19.93,90,91.66
18.06,38.06,20,19.94,90,91.55
18.08,38.08,20,19.97,90,91.45
18.1,38.1,20,19.99,90,91.39
18.12,38.12,20,20.01,90,91.35
18.15,38.15,20,20.02,90,91.29
18.17,38.17,20,20.03,90,91.24
18.19,38.19,20,20.05,90,91.22
18.21,38.21,20,20.06,90,91.2
18.23,38.23,20,20.07,90,91.18
18.25,38.25,20,20.07,90,91.15
18.27,38.27,20,20.05,90,91.19
18.29,38.29,20,20,90,91.29
18.31,38.31,20,19.95,90,91.39
18.33,38.33,20,19.92,90,91.49
18.35,38.35,20,19.89,90,91.58
18.37,38.37,20,19.88,90,91.67
18.39,38.39,20,19.87,90,91.72
18.41,38.41,20,19.85,90,91.75
18.43,38.43,20,19.82,90,91.79
18.45,38.45,20,19.82,90,91.83
18.47,38.47,20,19.82,90,91.82
18.49,38.49,20,19.82,90,91.81
18.51,38.51,20,19.81,90,91.81
18.54,38.54,20,19.84,90,91.77
18.56,38.56,20,19.87,90,91.73
18.58,38.58,20,19.89,90,91.67
18.6,38.6,20,19.91,90,91.63
18.62,38.62,20,19.93,90,91.61
18.64,38.64,20,19.94,90,91.57
18.66,38.66,20,19.96,90,91.48
18.68,38.68,20,19.98,90,91.42
18.7,38.7,20,20.01,90,91.37
18.72,38.72,20,20.04,90,91.34
18.74,38.74,20,20.06,90,91.28
18.76,38.76,20,20.07,90,91.24
18.78,38.78,20,20.09,90,91.2
18.8,38.8,20,20.12,90,91.13
18.82,38.82,20,20.14,90,91.07
18.84,38.84,20,20.17,90,91.02
18.86,38.86,20,20.19,90,91.01
18.88,38.88,20,20.2,90,91
18.9,38.9,20,20.19,90,91
18.93,38.93,20,20.14,90,91.07
18.95,38.95,20,20.08,90,91.19
18.97,38.97,20,20.01,90,91.37
18.99,38.99,20,19.97,90,91.49
19.01,39.01,20,19.94,90,91.56
19.03,39.03,20,19.92,90,91.61
19.05,39.05,20,19.92,90,91.62
19.07,39.07,20,19.92,90,91.6
19.09,39.09,20,19.94,90,91.56
19.11,39.11,20,19.96,90,91.53
19.13,39.13,20,19.96,90,91.53
19.15,39.15,20,19.97,90,91.52
19.17,39.17,20,19.96,90,91.51
19.19,39.19,20,19.96,90,91.5
19.21,39.21,20,19.97,90,91.47
19.23,39.23,20,19.97,90,91.46
19.25,39.25,20,19.96,90,91.46
19.27,39.27,20,19.97,90,91.47
19.29,39.29,20,19.97,90,91.47
19.32,39.32,20,19.97,90,91.48
19.34,39.34,20,19.97,90,91.5
19.36,39.36,20,19.97,90,91.52
19.38,39.38,20,19.96,90,91.54
19.4,39.4,20,19.95,90,91.57
19.42,39.42,20,19.95,90,91.58
19.44,39.44,20,19.92,90,91.61
19.46,39.46,20,19.88,90,91.67
19.48,39.48,20,19.85,90,91.74
19.5,39.5,20,19.83,90,91.79
19.52,39.52,20,19.82,90,91.82
19.54,39.54,20,19.82,90,91.84
19.56,39.56,20,19.81,90,91.87
19.58,39.58,20,19.81,90,91.88
19.6,39.6,20,19.8,90,91.9
19.62,39.62,20,19.82,90,91.87
19.64,39.64,20,19.84,90,91.85
19.66,39.66,20,19.86,90,91.83
19.69,39.69,20,19.89,90,91.76
19.71,39.71,20,19.92,90,91.68
19.73,39.73,20,19.95,90,91.61
19.75,39.75,20,19.96,90,91.55
19.77,39.77,20,19.96,90,91.5
19.79,39.79,20,19.96,90,91.47
19.81,39.81,20,19.92,90,91.56
19.83,39.83,20,19.86,90,91.69
19.85,39.85,20,19.81,90,91.83
19.87,39.87,20,19.76,90,91.93
19.89,39.89,20,19.72,90,92.04
19.91,39.91,20,19.7,90,92.1
19.93,39.93,20,19.7,90,92.09
19.95,39.95,20,19.72,90,92.02
19.97,39.97,20,19.75,90,91.96
19.99,39.99,20,19.78,90,91.89
0,40,20,19.8,135,91.83
0.02,40.02,20,19.84,135,91.79
0.04,40.04,20,19.86,135,91.75
0.06,40.06,20,19.91,135,91.65
0.08,40.08,20,19.97,135,91.53
0.1,40.1,20,20.03,135,91.41
0.12,40.12,20,20.07,135,91.31
0.14,40.14,20,20.09,135,91.23
0.16,40.16,20,20.11,135,91.19
0.19,40.19,20,20.1,135,91.22
0.21,40.21,20,20.09,135,91.26
0.23,40.23,20,20.05,135,91.31
0.25,40.25,20,20.01,135,91.36
0.27,40.27,20,20.01,135,91.39
0.29,40.29,20,19.98,135,91.33
0.31,40.31,20,19.95,135,91.19
0.33,40.33,20,19.89,135,91.25
0.35,40.35,20,19.85,135,91.33
0.37,40.37,20,19.81,135,91.7
0.39,40.39,20,19.82,135,92.03
0.41,40.41,20,19.83,135,92.12
0.43,40.43,20,19.78,135,92.25
0.45,40.45,20,19.7,135,92.44
0.47,40.47,20,19.69,135,92.47
0.49,40.49,20,19.74,135,92.37
0.51,40.51,20,19.68,135,92.7
0.53,40.53,20,19.63,135,93.15
0.56,40.56,20,19.66,135,93.4
0.58,40.58,20,19.69,135,93.49
0.6,40.6,20,19.7,135,93.66
0.62,40.62,20,19.71,135,93.65
0.64,40.64,20,19.7,135,93.67
0.66,40.66,20,19.7,135,93.79
0.68,40.68,20,19.76,135,93.93
0.7,40.7,20,19.87,135,94.2
0.72,40.72,20,19.83,135,94.45
0.74,40.74,20,19.6,135,94.62
0.76,40.76,20,19.58,135,94.83
0.78,40.78,20,19.62,135,95
0.8,40.8,20,19.54,135,95.32
0.82,40.82,20,19.51,135,95.41
0.84,40.84,20,19.55,135,95.35
0.86,40.86,20,19.57,135,95.37
0.88,40.88,20,19.55,135,95.46
0.9,40.9,20,19.55,135,95.53
0.92,40.92,20,19.56,135,95.72
0.95,40.95,20,19.55,135,96.03
0.97,40.97,20,19.47,135,96.35
0.99,40.99,20,19.37,135,96.62
1.01,41.01,20,19.32,135,96.96
1.03,41.03,20,19.29,135,97.32
1.05,41.05,20,19.13,135,97.57
1.07,41.07,20,19.04,135,97.82
1.09,41.09,20,19.05,135,98.14
1.11,41.11,20,19,135,98.4
1.13,41.13,20,18.93,135,98.55
1.15,41.15,20,18.94,135,98.84
1.17,41.17,20,19.07,135,99.18
1.19,41.19,20,19.08,135,99.31
1.21,41.21,20,18.96,135,99.58
1.23,41.23,20,18.91,135,99.9
1.25,41.25,20,18.95,135,100.25
1.27,41.27,20,18.93,135,100.59
1.29,41.29,20,18.74,135,100.76
1.31,41.31,20,18.73,135,100.91
1.34,41.34,20,18.83,135,101.14
1.36,41.36,20,18.87,135,101.28
1.38,41.38,20,18.79,135,101.3
1.4,41.4,20,18.74,135,101.35
1.42,41.42,20,18.84,135,101.47
1.44,41.44,20,18.86,135,101.69
1.46,41.46,20,18.75,135,101.45
1.48,41.48,20,18.83,135,101.43
1.5,41.5,20,18.9,135,102.1
1.52,41.52,20,18.92,135,102.52
1.54,41.54,20,18.92,135,102.91
1.56,41.56,20,18.87,135,103.22
1.58,41.58,20,18.82,135,103.46
1.6,41.6,20,18.73,135,103.67
1.62,41.62,20,18.76,135,103.91
1.64,41.64,20,18.78,135,104.29
1.66,41.66,20,18.78,135,104.51
1.68,41.68,20,18.82,135,104.59
1.7,41.7,20,18.82,135,104.69
1.73,41.73,20,18.81,135,104.79
1.75,41.75,20,18.72,135,105.05
1.77,41.77,20,18.7,135,105.21
1.79,41.79,20,18.77,135,105.59
1.81,41.81,20,18.8,135,106.13
1.83,41.83,20,18.69,135,106.2
1.85,41.85,20,18.59,135,106.34
1.87,41.87,20,18.58,135,106.78
1.89,41.89,20,18.62,135,107.13
1.91,41.91,20,18.55,135,107.22
1.93,41.93,20,18.48,135,107.55
1.95,41.95,20,18.47,135,107.9
1.97,41.97,20,18.51,135,107.92
1.99,41.99,20,18.5,135,108.01
2.01,42.01,20,18.48,135,108.14
2.03,42.03,20,18.46,135,108.06
2.05,42.05,20,18.5,135,107.85
2.07,42.07,20,18.59,135,108.19
2.1,42.1,20,18.7,135,108.57
2.12,42.12,20,18.7,135,108.57
2.14,42.14,20,18.68,135,108.16
2.16,42.16,20,18.68,135,108.15
2.18,42.18,20,18.78,135,108.09
2.2,42.2,20,18.83,135,107.89
2.22,42.22,20,18.82,135,107.92
2.24,42.24,20,18.8,135,108.24
2.26,42.26,20,18.78,135,108.52
2.28,42.28,20,18.76,135,108.58
2.3,42.3,20,18.69,135,108.97
2.32,42.32,20,18.51,135,109.27
2.34,42.34,20,18.51,135,109.25
2.36,42.36,20,18.69,135,109.45
2.38,42.38,20,18.63,135,109.82
2.4,42.4,20,18.59,135,110.05
2.42,42.42,20,18.71,135,110.32
2.44,42.44,20,18.73,135,110.63
2.47,42.47,20,18.54,135,110.71
2.49,42.49,20,18.51,135,110.85
2.51,42.51,20,18.59,135,111.03
2.53,42.53,20,18.6,135,111.16
2.55,42.55,20,18.63,135,111.2
2.57,42.57,20,18.72,135,111.32
2.59,42.59,20,18.74,135,111.59
2.61,42.61,20,18.6,135,111.78
2.63,42.63,20,18.61,135,111.78
2.65,42.65,20,18.79,135,111.91
2.67,42.67,20,18.81,135,112.21
2.69,42.69,20,18.61,135,112.25
2.71,42.71,20,18.63,135,112.35
2.74,42.74,20,18.76,135,112.6
2.76,42.76,20,18.78,135,112.84
2.78,42.78,20,18.65,135,112.66
2.8,42.8,20,18.63,135,112.81
2.82,42.82,20,18.69,135,113.2
2.84,42.84,20,18.59,135,113.33
2.86,42.86,20,18.51,135,113.29
