time,continuous_time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
17.26,57.26,20,20.29,135,135.21
17.28,57.28,20,20.3,135,135.18
17.3,57.3,20,20.3,135,135.16
17.32,57.32,20,20.3,135,135.15
17.34,57.34,20,20.3,135,135.14
17.36,57.36,20,20.28,135,135.33
17.38,57.38,20,20.29,135,135.55
17.4,57.4,20,20.28,135,135.74
17.42,57.42,20,20.27,135,135.88
17.44,57.44,20,20.25,135,135.97
17.46,57.46,20,20.25,135,136.04
17.48,57.48,20,20.26,135,136.09
17.5,57.5,20,20.26,135,136.01
17.52,57.52,20,20.27,135,135.84
17.55,57.55,20,20.27,135,135.68
17.57,57.57,20,20.27,135,135.56
17.59,57.59,20,20.28,135,135.48
17.61,57.61,20,20.28,135,135.4
17.63,57.63,20,20.27,135,135.36
17.65,57.65,20,20.26,135,135.37
17.67,57.67,20,20.27,135,135.4
17.69,57.69,20,20.27,135,135.46
17.71,57.71,20,20.25,135,135.52
17.73,57.73,20,20.25,135,135.54
17.75,57.75,20,20.25,135,135.57
17.77,57.77,20,20.25,135,135.57
17.79,57.79,20,20.26,135,135.54
17.81,57.81,20,20.27,135,135.54
17.83,57.83,20,20.28,135,135.53
17.85,57.85,20,20.28,135,135.51
17.87,57.87,20,20.29,135,135.43
17.89,57.89,20,20.29,135,135.36
17.91,57.91,20,20.29,135,135.3
17.94,57.94,20,20.31,135,135.24
17.96,57.96,20,20.31,135,135.19
17.98,57.98,20,20.29,135,135.16
18,58,20,20.27,135,135.16
18.02,58.02,20,20.27,135,135.18
18.04,58.04,20,20.26,135,135.2
18.06,58.06,20,20.26,135,135.26
18.08,58.08,20,20.26,135,135.29
18.1,58.1,20,20.27,135,135.31
18.12,58.12,20,20.27,135,135.33
18.14,58.14,20,20.27,135,135.34
18.16,58.16,20,20.27,135,135.32
18.18,58.18,20,20.28,135,135.29
18.2,58.2,20,20.28,135,135.28
18.22,58.22,20,20.29,135,135.27
18.24,58.24,20,20.29,135,135.25
18.26,58.26,20,20.3,135,135.27
18.28,58.28,20,20.3,135,135.31
18.3,58.3,20,20.29,135,135.38
18.33,58.33,20,20.28,135,135.43
18.35,58.35,20,20.28,135,135.48
18.37,58.37,20,20.27,135,135.55
18.39,58.39,20,20.27,135,135.58
18.41,58.41,20,20.27,135,135.62
18.43,58.43,20,20.27,135,135.64
18.45,58.45,20,20.27,135,135.68
18.47,58.47,20,20.27,135,135.71
18.49,58.49,20,20.28,135,135.69
18.51,58.51,20,20.28,135,135.69
18.53,58.53,20,20.28,135,135.77
18.55,58.55,20,20.26,135,135.88
18.57,58.57,20,20.25,135,136
18.59,58.59,20,20.25,135,136.06
18.61,58.61,20,20.25,135,136.1
18.63,58.63,20,20.25,135,136.12
18.65,58.65,20,20.24,135,136.1
18.67,58.67,20,20.24,135,136.05
18.69,58.69,20,20.24,135,136
18.72,58.72,20,20.24,135,135.94
18.74,58.74,20,20.25,135,135.9
18.76,58.76,20,20.25,135,135.87
18.78,58.78,20,20.26,135,135.81
18.8,58.8,20,20.26,135,135.74
18.82,58.82,20,20.27,135,135.67
18.84,58.84,20,20.28,135,135.59
18.86,58.86,20,20.28,135,135.52
18.88,58.88,20,20.3,135,135.48
18.9,58.9,20,20.31,135,135.48
18.92,58.92,20,20.3,135,135.52
18.94,58.94,20,20.29,135,135.54
18.96,58.96,20,20.28,135,135.55
18.98,58.98,20,20.27,135,135.55
19,59,20,20.26,135,135.58
19.02,59.02,20,20.25,135,135.62
19.05,59.05,20,20.24,135,135.61
19.07,59.07,20,20.24,135,135.57
19.09,59.09,20,20.26,135,135.51
19.11,59.11,20,20.28,135,135.46
19.13,59.13,20,20.29,135,135.42
19.15,59.15,20,20.3,135,135.39
19.17,59.17,20,20.31,135,135.4
19.19,59.19,20,20.31,135,135.39
19.21,59.21,20,20.31,135,135.39
19.23,59.23,20,20.3,135,135.4
19.25,59.25,20,20.29,135,135.39
19.27,59.27,20,20.28,135,135.39
19.29,59.29,20,20.28,135,135.4
19.31,59.31,20,20.28,135,135.4
19.33,59.33,20,20.28,135,135.36
19.35,59.35,20,20.27,135,135.35
19.37,59.37,20,20.27,135,135.35
19.39,59.39,20,20.27,135,135.35
19.41,59.41,20,20.28,135,135.33
19.44,59.44,20,20.29,135,135.37
19.46,59.46,20,20.29,135,135.43
19.48,59.48,20,20.29,135,135.49
19.5,59.5,20,20.29,135,135.56
19.52,59.52,20,20.29,135,135.61
19.54,59.54,20,20.29,135,135.64
19.56,59.56,20,20.28,135,135.65
19.58,59.58,20,20.27,135,135.63
19.6,59.6,20,20.28,135,135.62
19.62,59.62,20,20.28,135,135.62
19.64,59.64,20,20.28,135,135.64
19.66,59.66,20,20.28,135,135.66
19.68,59.68,20,20.27,135,135.73
19.7,59.7,20,20.26,135,135.84
19.72,59.72,20,20.26,135,135.94
19.74,59.74,20,20.27,135,135.99
19.76,59.76,20,20.27,135,136.02
19.78,59.78,20,20.27,135,136.04
19.8,59.8,20,20.27,135,136.05
19.83,59.83,20,20.27,135,136.03
19.85,59.85,20,20.27,135,135.98
19.87,59.87,20,20.26,135,135.94
19.89,59.89,20,20.26,135,135.89
19.91,59.91,20,20.26,135,135.87
19.93,59.93,20,20.27,135,135.83
19.95,59.95,20,20.27,135,135.68
19.97,59.97,20,20.29,135,135.44
19.99,59.99,20,20.31,135,135.22
0,60,10,20.32,90,135.05
0.02,60.02,10,20.33,90,134.92
0.04,60.04,10,20.33,90,134.82
0.06,60.06,10,20.32,90,134.88
0.08,60.08,10,20.31,90,135.11
0.1,60.1,10,20.3,90,135.34
0.12,60.12,10,20.29,90,135.54
0.14,60.14,10,20.28,90,135.73
0.17,60.17,10,20.28,90,135.86
0.19,60.19,10,20.28,90,135.97
0.21,60.21,10,20.3,90,135.72
0.23,60.23,10,20.32,90,135.33
0.25,60.25,10,20.34,90,134.91
0.27,60.27,10,20.35,90,134.67
0.29,60.29,10,20.35,90,134.49
0.31,60.31,10,20.35,90,134.48
0.33,60.33,10,20.35,90,134.69
0.35,60.35,10,20.33,90,135.04
0.37,60.37,10,20.3,90,135.46
0.39,60.39,10,20.27,90,135.82
0.41,60.41,10,20.27,90,135.95
0.43,60.43,10,20.4,90,136
0.45,60.45,10,20.47,90,135.86
0.47,60.47,10,20.48,90,135.54
0.49,60.49,10,20.45,90,135.33
0.51,60.51,10,20.43,90,135.13
0.53,60.53,10,20.43,90,134.64
0.56,60.56,10,20.38,90,134.21
0.58,60.58,10,20.26,90,134.33
0.6,60.6,10,20.23,90,134.22
0.62,60.62,10,20.25,90,134.12
0.64,60.64,10,20.21,90,133.89
0.66,60.66,10,20.16,90,133.87
0.68,60.68,10,20.22,90,133.9
0.7,60.7,10,20.21,90,133.87
0.72,60.72,10,20.29,90,133.74
0.74,60.74,10,20.53,90,133.44
0.76,60.76,10,20.51,90,132.88
0.78,60.78,10,20.39,90,132.32
0.8,60.8,10,20.3,90,131.98
0.82,60.82,10,20.33,90,131.54
0.84,60.84,10,20.26,90,130.9
0.86,60.86,10,20.15,90,130.64
0.88,60.88,10,20.15,90,130.7
0.9,60.9,10,20.06,90,130.2
0.92,60.92,10,19.81,90,130.13
0.95,60.95,10,19.78,90,129.92
0.97,60.97,10,19.68,90,129.35
0.99,60.99,10,19.66,90,129.27
1.01,61.01,10,19.71,90,128.89
1.03,61.03,10,19.56,90,128.21
1.05,61.05,10,19.34,90,127.75
1.07,61.07,10,19.19,90,127.73
1.09,61.09,10,19.23,90,127.5
1.11,61.11,10,19.23,90,127.44
1.13,61.13,10,19.09,90,127.7
1.15,61.15,10,19.09,90,127.29
1.17,61.17,10,19.18,90,127
1.19,61.19,10,19.2,90,127.05
1.21,61.21,10,19.1,90,127.06
1.23,61.23,10,19.04,90,126.78
1.25,61.25,10,19.06,90,126.6
1.27,61.27,10,18.98,90,126.73
1.29,61.29,10,18.91,90,126.53
1.32,61.32,10,18.86,90,126.26
1.34,61.34,10,18.83,90,126.22
1.36,61.36,10,18.87,90,126.24
1.38,61.38,10,18.78,90,125.98
1.4,61.4,10,18.77,90,125.67
1.42,61.42,10,18.74,90,125.43
1.44,61.44,10,18.68,90,125.16
1.46,61.46,10,18.65,90,124.82
1.48,61.48,10,18.69,90,124.75
1.5,61.5,10,18.79,90,124.43
1.52,61.52,10,18.85,90,123.92
1.54,61.54,10,18.87,90,123.69
1.56,61.56,10,18.89,90,123.14
1.58,61.58,10,18.84,90,122.67
1.6,61.6,10,18.81,90,122.64
1.62,61.62,10,18.78,90,122.64
1.64,61.64,10,18.75,90,122.32
1.66,61.66,10,18.68,90,122.21
1.68,61.68,10,18.67,90,122.53
1.71,61.71,10,18.68,90,122.24
1.73,61.73,10,18.6,90,121.88
1.75,61.75,10,18.58,90,121.86
1.77,61.77,10,18.6,90,121.63
1.79,61.79,10,18.53,90,121.04
1.81,61.81,10,18.56,90,120.84
1.83,61.83,10,18.6,90,120.92
1.85,61.85,10,18.61,90,120.83
1.87,61.87,10,18.74,90,120.61
1.89,61.89,10,18.82,90,120.62
1.91,61.91,10,18.74,90,120.54
1.93,61.93,10,18.63,90,120.32
1.95,61.95,10,18.62,90,120.43
1.97,61.97,10,18.65,90,120.3
1.99,61.99,10,18.61,90,120.12
2.01,62.01,10,18.63,90,120.03
2.03,62.03,10,18.65,90,119.79
2.05,62.05,10,18.62,90,119.58
2.08,62.08,10,18.62,90,119.47
2.1,62.1,10,18.64,90,119.17
2.12,62.12,10,18.55,90,118.79
2.14,62.14,10,18.45,90,118.71
2.16,62.16,10,18.47,90,118.4
2.18,62.18,10,18.4,90,117.94
2.2,62.2,10,18.29,90,117.75
2.22,62.22,10,18.25,90,117.65
2.24,62.24,10,18.3,90,117.4
2.26,62.26,10,18.31,90,117.29
2.28,62.28,10,18.26,90,117.25
2.3,62.3,10,18.3,90,117.22
2.32,62.32,10,18.43,90,117.18
2.34,62.34,10,18.41,90,117.2
2.36,62.36,10,18.39,90,117.21
2.38,62.38,10,18.47,90,117.08
2.4,62.4,10,18.46,90,117.02
2.42,62.42,10,18.47,90,116.92
2.44,62.44,10,18.46,90,116.88
2.47,62.47,10,18.44,90,116.87
2.49,62.49,10,18.51,90,116.79
2.51,62.51,10,18.47,90,116.81
2.53,62.53,10,18.33,90,116.99
2.55,62.55,10,18.36,90,117.09
2.57,62.57,10,18.37,90,117.17
2.59,62.59,10,18.19,90,117.36
2.61,62.61,10,18.12,90,117.4
2.63,62.63,10,18.18,90,117.33
2.65,62.65,10,18.19,90,117.23
2.67,62.67,10,18.08,90,117.17
2.69,62.69,10,17.99,90,117.18
2.71,62.71,10,17.98,90,116.99
2.73,62.73,10,17.84,90,116.64
2.75,62.75,10,17.88,90,116.7
2.77,62.77,10,17.89,90,116.98
2.79,62.79,10,17.74,90,117.21
2.81,62.81,10,17.57,90,117.79
2.84,62.84,10,17.22,90,118.84
2.86,62.86,10,17.12,90,119.27
2.88,62.88,10,17.02,90,119.72
2.9,62.9,10,16.88,90,120.18
2.92,62.92,10,16.77,90,120.59
2.94,62.94,10,16.69,90,121.2
2.96,62.96,10,16.59,90,121.91
2.98,62.98,10,16.39,90,122.45
3,63,10,16.33,90,122.54
3.02,63.02,10,16.41,90,123.01
3.04,63.04,10,16.47,90,123.51
3.06,63.06,10,16.37,90,123.85
3.08,63.08,10,16.2,90,124.47
3.1,63.1,10,16.19,90,125.05
3.12,63.12,10,16.29,90,125.17
3.14,63.14,10,16.24,90,125.47
3.16,63.16,10,16.06,90,126.6
3.18,63.18,10,16.03,90,128.03
3.2,63.2,10,16.02,90,128.48
3.23,63.23,10,15.84,90,129.13
3.25,63.25,10,15.62,90,130.05
3.27,63.27,10,15.64,90,130.54
3.29,63.29,10,15.59,90,131
3.31,63.31,10,15.55,90,131.61
3.33,63.33,10,15.72,90,132.08
3.35,63.35,10,15.67,90,132.59
3.37,63.37,10,15.45,90,133.29
3.39,63.39,10,15.38,90,134.09
3.41,63.41,10,15.4,90,134.23
3.43,63.43,10,15.29,90,134.85
3.45,63.45,10,15.19,90,135.81
3.47,63.47,10,15.24,90,135.96
3.49,63.49,10,15.29,90,135.89
3.51,63.51,10,15.21,90,136.28
3.53,63.53,10,15.02,90,136.78
3.55,63.55,10,14.92,90,136.97
3.57,63.57,10,14.99,90,137
3.6,63.6,10,14.98,90,137.56
3.62,63.62,10,14.86,90,138.13
3.64,63.64,10,14.81,90,137.92
3.66,63.66,10,14.76,90,138.02
3.68,63.68,10,14.73,90,138.7
3.7,63.7,10,14.79,90,138.42
3.72,63.72,10,14.72,90,138.64
3.74,63.74,10,14.58,90,139.15
3.76,63.76,10,14.54,90,139.26
3.78,63.78,10,14.61,90,139.12
3.8,63.8,10,14.62,90,139.07
3.82,63.82,10,14.45,90,139.48
3.84,63.84,10,14.46,90,139.68
3.86,63.86,10,14.53,90,139.62
3.88,63.88,10,14.53,90,139.72
3.9,63.9,10,14.34,90,139.78
3.92,63.92,10,14.27,90,139.73
3.94,63.94,10,14.31,90,139.63
3.96,63.96,10,14.36,90,139.46
3.99,63.99,10,14.29,90,139.21
4.01,64.01,10,14.23,90,138.68
4.03,64.03,10,14.21,90,138.42
4.05,64.05,10,14.23,90,138.87
4.07,64.07,10,14.19,90,138.27
4.09,64.09,10,14.08,90,138.06
4.11,64.11,10,13.96,90,138.49
4.13,64.13,10,13.95,90,138.85
4.15,64.15,10,13.98,90,138.15
4.17,64.17,10,13.97,90,137.86
4.19,64.19,10,13.89,90,137.92
4.21,64.21,10,13.81,90,137.53
4.23,64.23,10,13.83,90,136.76
4.25,64.25,10,13.78,90,136.39
4.27,64.27,10,13.69,90,136.06
4.29,64.29,10,13.6,90,135.49
4.31,64.31,10,13.6,90,135.12
4.33,64.33,10,13.73,90,134.78
4.35,64.35,10,13.78,90,134.4
4.38,64.38,10,13.63,90,133.91
4.4,64.4,10,13.59,90,133.5
4.42,64.42,10,13.59,90,133.21
4.44,64.44,10,13.5,90,132.58
4.46,64.46,10,13.43,90,131.83
4.48,64.48,10,13.47,90,131.42
4.5,64.5,10,13.47,90,130.91
4.52,64.52,10,13.4,90,130.3
4.54,64.54,10,13.33,90,129.88
4.56,64.56,10,13.34,90,129.3
4.58,64.58,10,13.23,90,128.79
4.6,64.6,10,13.13,90,128.86
4.62,64.62,10,13.08,90,128.74
4.64,64.64,10,12.93,90,128.49
4.66,64.66,10,12.85,90,128.34
4.68,64.68,10,12.83,90,128.17
4.7,64.7,10,12.84,90,127.61
4.72,64.72,10,12.79,90,127.27
4.74,64.74,10,12.81,90,127.21
4.77,64.77,10,12.84,90,126.97
4.79,64.79,10,12.79,90,126.63
4.81,64.81,10,12.78,90,126.41
4.83,64.83,10,12.78,90,126.11
4.85,64.85,10,12.71,90,125.84
4.87,64.87,10,12.74,90,125.59
4.89,64.89,10,12.73,90,125.21
4.91,64.91,10,12.65,90,124.73
4.93,64.93,10,12.59,90,124.57
4.95,64.95,10,12.57,90,124.62
4.97,64.97,10,12.53,90,124.27
4.99,64.99,10,12.46,90,123.54
5.01,65.01,10,12.48,90,122.82
5.03,65.03,10,12.48,90,122.2
5.05,65.05,10,12.48,90,121.68
5.07,65.07,10,12.59,90,121.4
5.09,65.09,10,12.61,90,120.89
5.11,65.11,10,12.49,90,120.38
5.13,65.13,10,12.35,90,120.16
5.16,65.16,10,12.49,90,120.5
5.18,65.18,10,12.55,90,119.88
5.2,65.2,10,12.46,90,119.17
5.22,65.22,10,12.4,90,118.97
5.24,65.24,10,12.44,90,118.95
5.26,65.26,10,12.45,90,118.24
5.28,65.28,10,12.4,90,118.2
5.3,65.3,10,12.44,90,117.88
5.32,65.32,10,12.53,90,117.41
5.34,65.34,10,12.44,90,117.44
5.36,65.36,10,12.36,90,117.48
5.38,65.38,10,12.41,90,117.04
5.4,65.4,10,12.31,90,116.89
5.42,65.42,10,12.23,90,117.26
5.44,65.44,10,12.35,90,117.17
5.46,65.46,10,12.38,90,116.86
5.48,65.48,10,12.23,90,116.46
5.5,65.5,10,12.15,90,116.27
5.53,65.53,10,12.26,90,116.02
5.55,65.55,10,12.36,90,115.49
5.57,65.57,10,12.15,90,115.64
5.59,65.59,10,12.21,90,115.55
5.61,65.61,10,12.33,90,115.28
5.63,65.63,10,12.27,90,115.49
5.65,65.65,10,12.17,90,115.84
5.67,65.67,10,12.11,90,115.96
5.69,65.69,10,12.07,90,116
5.71,65.71,10,12,90,116.03
5.73,65.73,10,11.84,90,116.17
5.75,65.75,10,11.68,90,116.32
5.77,65.77,10,11.6,90,116.2
5.79,65.79,10,11.57,90,116.12
5.81,65.81,10,11.52,90,116.39
5.83,65.83,10,11.51,90,116.52
5.85,65.85,10,11.5,90,116.77
5.87,65.87,10,11.49,90,116.99
5.9,65.9,10,11.35,90,117.52
5.92,65.92,10,11.26,90,117.99
5.94,65.94,10,11.18,90,118.25
5.96,65.96,10,11.05,90,118.44
5.98,65.98,10,10.95,90,118.18
6,66,10,10.89,90,118.12
6.02,66.02,10,10.78,90,118.88
6.04,66.04,10,10.64,90,119.35
6.06,66.06,10,10.43,90,119.52
6.08,66.08,10,10.26,90,120.1
6.1,66.1,10,10.19,90,120.62
6.12,66.12,10,10.17,90,120.89
6.14,66.14,10,10.04,90,121.5
6.16,66.16,10,9.86,90,122.31
6.18,66.18,10,9.69,90,122.9
6.2,66.2,10,9.56,90,123.7
6.22,66.22,10,9.46,90,124.98
6.24,66.24,10,9.32,90,125.4
6.26,66.26,10,9.13,90,125.48
6.29,66.29,10,8.93,90,125.88
6.31,66.31,10,8.75,90,126.82
6.33,66.33,10,8.62,90,127.72
6.35,66.35,10,8.49,90,128.24
6.37,66.37,10,8.39,90,128.22
6.39,66.39,10,8.23,90,128.76
6.41,66.41,10,8.04,90,130.01
6.43,66.43,10,7.9,90,131.25
6.45,66.45,10,7.82,90,131.9
6.47,66.47,10,7.73,90,132.38
6.49,66.49,10,7.63,90,132.75
6.51,66.51,10,7.51,90,133.52
6.53,66.53,10,7.43,90,134.1
6.55,66.55,10,7.25,90,134.7
6.57,66.57,10,7.07,90,136.09
6.59,66.59,10,6.91,90,138.12
6.61,66.61,10,6.8,90,139.24
6.63,66.63,10,6.79,90,139.31
6.66,66.66,10,6.79,90,139.43
6.68,66.68,10,6.61,90,139.8
6.7,66.7,10,6.37,90,140.07
6.72,66.72,10,6.39,90,139.71
6.74,66.74,10,6.52,90,138.93
6.76,66.76,10,6.4,90,139.19
6.78,66.78,10,6.18,90,140.08
6.8,66.8,10,6.04,90,140.68
6.82,66.82,10,6.08,90,140.56
6.84,66.84,10,6.12,90,140.57
6.86,66.86,10,6.05,90,140.96
6.88,66.88,10,5.76,90,141.96
6.9,66.9,10,5.75,90,142.42
6.92,66.92,10,5.89,90,141.89
6.94,66.94,10,5.86,90,141.35
6.96,66.96,10,5.64,90,142.01
6.98,66.98,10,5.52,90,142.65
7,67,10,5.61,90,142.21
7.02,67.02,10,5.69,90,141.55
7.05,67.05,10,5.52,90,141.51
7.07,67.07,10,5.39,90,142.5
7.09,67.09,10,5.45,90,142.71
7.11,67.11,10,5.52,90,142.16
7.13,67.13,10,5.49,90,142.16
7.15,67.15,10,5.37,90,142.57
7.17,67.17,10,5.3,90,141.94
7.19,67.19,10,5.32,90,141.52
7.21,67.21,10,5.31,90,140.37
7.23,67.23,10,5.19,90,138.94
7.25,67.25,10,5.12,90,138.1
7.27,67.27,10,5.12,90,137.11
7.29,67.29,10,5.17,90,136.06
7.31,67.31,10,5.13,90,135.26
7.33,67.33,10,5.04,90,134.22
7.35,67.35,10,5.01,90,133.27
7.37,67.37,10,5,90,132.15
7.39,67.39,10,4.97,90,0
7.41,67.41,10,4.92,90,0
7.44,67.44,10,4.87,90,0
7.46,67.46,10,4.91,90,0
7.48,67.48,10,4.91,90,0
7.5,67.5,10,4.88,90,0
7.52,67.52,10,4.82,90,0
7.54,67.54,10,4.81,90,0
7.56,67.56,10,4.82,90,0
7.58,67.58,10,4.81,90,0
7.6,67.6,10,4.76,90,0
7.62,67.62,10,4.72,90,0
7.64,67.64,10,4.73,90,0
7.66,67.66,10,4.73,90,0
7.68,67.68,10,4.69,90,0
7.7,67.7,10,4.65,90,0
7.72,67.72,10,4.63,90,0
7.74,67.74,10,4.63,90,0
7.76,67.76,10,4.65,90,0
7.79,67.79,10,4.61,90,0
7.81,67.81,10,4.55,90,0
7.83,67.83,10,4.53,90,0
7.85,67.85,10,4.56,90,0
7.87,67.87,10,4.57,90,0
7.89,67.89,10,4.57,90,0
7.91,67.91,10,4.59,90,0
7.93,67.93,10,4.62,90,0
7.95,67.95,10,4.64,90,0
7.97,67.97,10,4.63,90,0
7.99,67.99,10,4.62,90,0
8.01,68.01,10,4.64,90,0
8.03,68.03,10,4.64,90,0
8.05,68.05,10,4.64,90,0
8.07,68.07,10,4.65,90,0
8.09,68.09,10,4.63,90,0
8.11,68.11,10,4.61,90,0
8.13,68.13,10,4.59,90,0
8.15,68.15,10,4.57,90,0
8.18,68.18,10,4.57,90,0
8.2,68.2,10,4.56,90,0
8.22,68.22,10,4.56,90,0
8.24,68.24,10,4.55,90,0
8.26,68.26,10,4.56,90,0
8.28,68.28,10,4.58,90,0
8.3,68.3,10,4.59,90,0
8.32,68.32,10,4.58,90,0
8.34,68.34,10,4.57,90,0
8.36,68.36,10,4.59,90,0
8.38,68.38,10,4.6,90,0
8.4,68.4,10,4.59,90,0
8.42,68.42,10,4.58,90,0
8.44,68.44,10,4.57,90,0
8.46,68.46,10,4.59,90,0
8.48,68.48,10,4.57,90,0
8.5,68.5,10,4.54,90,0
8.52,68.52,10,4.55,90,0
8.55,68.55,10,4.57,90,0
8.57,68.57,10,4.6,90,0
8.59,68.59,10,4.58,90,0
8.61,68.61,10,4.56,90,0
8.63,68.63,10,4.58,90,0
8.65,68.65,10,4.59,90,0
8.67,68.67,10,4.59,90,0
8.69,68.69,10,4.6,90,0
8.71,68.71,10,4.61,90,0
8.73,68.73,10,4.59,90,0
8.75,68.75,10,4.59,90,0
8.77,68.77,10,4.59,90,0
8.79,68.79,10,4.58,90,0
8.81,68.81,10,4.56,90,0
8.83,68.83,10,4.54,90,0
8.85,68.85,10,4.52,90,0
8.87,68.87,10,4.52,90,0
8.89,68.89,10,4.53,90,0
8.91,68.91,10,4.54,90,0
8.94,68.94,10,4.54,90,0
8.96,68.96,10,4.53,90,0
8.98,68.98,10,4.5,90,0
9,69,10,4.49,90,0
9.02,69.02,10,4.49,90,0
9.04,69.04,10,4.46,90,0
9.06,69.06,10,4.42,90,0
9.08,69.08,10,4.4,90,0
9.1,69.1,10,4.41,90,0
9.12,69.12,10,4.43,90,0
9.14,69.14,10,4.45,90,0
9.16,69.16,10,4.47,90,0
9.18,69.18,10,4.48,90,0
9.2,69.2,10,4.5,90,0
9.22,69.22,10,4.5,90,0
9.24,69.24,10,4.5,90,0
9.26,69.26,10,4.51,90,0
9.28,69.28,10,4.51,90,0
9.3,69.3,10,4.5,90,0
9.33,69.33,10,4.47,90,0
9.35,69.35,10,4.45,90,0
9.37,69.37,10,4.49,90,0
9.39,69.39,10,4.56,90,0
9.41,69.41,10,4.57,90,0
9.43,69.43,10,4.53,90,0
9.45,69.45,10,4.61,90,0
9.47,69.47,10,4.67,90,0
9.49,69.49,10,4.66,90,0
9.51,69.51,10,4.63,90,0
9.53,69.53,10,4.6,90,0
9.55,69.55,10,4.62,90,0
9.57,69.57,10,4.66,90,0
9.59,69.59,10,4.66,90,0
9.61,69.61,10,4.6,90,0
9.63,69.63,10,4.7,90,0
9.65,69.65,10,4.81,90,0
9.67,69.67,10,4.76,90,0
9.69,69.69,10,4.66,90,0
9.72,69.72,10,4.64,90,0
9.74,69.74,10,4.75,90,0
9.76,69.76,10,4.88,90,0
9.78,69.78,10,4.86,90,0
9.8,69.8,10,4.88,90,0
9.82,69.82,10,4.94,90,0
9.84,69.84,10,5.04,90,106.5
9.86,69.86,10,5.1,90,106.2
9.88,69.88,10,5.07,90,106.23
9.9,69.9,10,5.01,90,106.52
9.92,69.92,10,5.03,90,106.49
9.94,69.94,10,4.99,90,0
9.96,69.96,10,5.01,90,107.43
9.98,69.98,10,5.08,90,107.24
10,70,10,5.11,90,106.85
10.02,70.02,10,5.12,90,106.53
10.04,70.04,10,5.13,90,106.57
10.06,70.06,10,5.16,90,106.6
10.08,70.08,10,5.21,90,106.29
10.11,70.11,10,5.22,90,106.19
10.13,70.13,10,5.21,90,106.34
10.15,70.15,10,5.27,90,105.79
10.17,70.17,10,5.3,90,105.42
10.19,70.19,10,5.28,90,105.54
10.21,70.21,10,5.28,90,105.79
10.23,70.23,10,5.3,90,105.81
10.25,70.25,10,5.33,90,105.11
10.27,70.27,10,5.31,90,104.2
10.29,70.29,10,5.27,90,104.33
10.31,70.31,10,5.32,90,104.14
10.33,70.33,10,5.39,90,103.46
10.35,70.35,10,5.39,90,102.95
10.37,70.37,10,5.34,90,103.13
10.39,70.39,10,5.33,90,103.3
10.41,70.41,10,5.37,90,103.31
10.43,70.43,10,5.34,90,103.33
10.46,70.46,10,5.31,90,103.18
10.48,70.48,10,5.29,90,102.98
10.5,70.5,10,5.3,90,102.95
10.52,70.52,10,5.33,90,102.84
10.54,70.54,10,5.38,90,102.58
10.56,70.56,10,5.42,90,102.2
10.58,70.58,10,5.43,90,101.84
10.6,70.6,10,5.46,90,101.56
10.62,70.62,10,5.47,90,101.22
10.64,70.64,10,5.49,90,100.86
10.66,70.66,10,5.47,90,100.62
10.68,70.68,10,5.43,90,100.38
10.7,70.7,10,5.45,90,99.97
10.72,70.72,10,5.45,90,99.81
10.74,70.74,10,5.39,90,99.65
10.76,70.76,10,5.39,90,99.6
10.78,70.78,10,5.52,90,100.06
10.81,70.81,10,5.63,90,100.06
10.83,70.83,10,5.55,90,99.42
10.85,70.85,10,5.49,90,98.91
10.87,70.87,10,5.5,90,98.43
10.89,70.89,10,5.5,90,97.7
10.91,70.91,10,5.45,90,96.92
10.93,70.93,10,5.46,90,96.59
10.95,70.95,10,5.5,90,95.99
10.97,70.97,10,5.53,90,95.44
10.99,70.99,10,5.49,90,95.29
11.01,71.01,10,5.45,90,95.21
11.03,71.03,10,5.47,90,95.28
11.05,71.05,10,5.52,90,95
11.07,71.07,10,5.59,90,94.94
11.09,71.09,10,5.63,90,94.86
11.11,71.11,10,5.69,90,93.96
11.13,71.13,10,5.81,90,92.81
11.15,71.15,10,5.8,90,92.59
11.17,71.17,10,5.74,90,92.17
11.2,71.2,10,5.68,90,91.82
11.22,71.22,10,5.64,90,92.06
11.24,71.24,10,5.69,90,92.39
11.26,71.26,10,5.6,90,92.1
11.28,71.28,10,5.56,90,91.76
11.3,71.3,10,5.63,90,91.82
11.32,71.32,10,5.7,90,91.72
11.34,71.34,10,5.67,90,91.18
11.36,71.36,10,5.73,90,90.86
11.38,71.38,10,5.85,90,90.71
11.4,71.4,10,5.92,90,90.57
11.42,71.42,10,5.85,90,90.07
11.44,71.44,10,5.77,90,89.83
11.46,71.46,10,5.77,90,89.59
11.48,71.48,10,5.81,90,89.38
11.5,71.5,10,5.82,90,89.29
11.52,71.52,10,5.78,90,89.19
11.54,71.54,10,5.78,90,89.15
11.56,71.56,10,5.89,90,88.89
11.59,71.59,10,5.95,90,88.76
11.61,71.61,10,5.98,90,88.73
11.63,71.63,10,6.06,90,88.08
11.65,71.65,10,6.13,90,87.84
11.67,71.67,10,6.13,90,88.28
11.69,71.69,10,6.13,90,88.16
11.71,71.71,10,6.19,90,87.99
11.73,71.73,10,6.24,90,88.32
11.75,71.75,10,6.23,90,88.37
11.77,71.77,10,6.18,90,87.92
11.79,71.79,10,6.26,90,88.09
11.81,71.81,10,6.35,90,88
11.83,71.83,10,6.34,90,87.52
11.85,71.85,10,6.28,90,86.99
